0.916515887,0.910129905,0.891946971,0.87670958,0.894311786,0.888099432,0.908411145,0.845017493
0.88553983,0.85075289,0.848766923,0.90560478,0.877122283,0.83536309,0.845465362,0.860425234
0.870173693,0.863457322,0.87455076,0.891067386,0.83735919,0.842990339,0.852975845,0.860784471
0.880745888,0.844228685,0.858103991,0.842071354,0.70664686,0.733459592,0.730355144,0.73269999
0.820591986,0.819350183,0.900854707,0.89709866,0.874171138,0.814043641,0.839458168,0.866744459
0.880527675,0.877748728,0.84176439,0.875560939,0.871998727,0.85709697,0.830741644,0.85126543
0.858950794,0.838932633,0.918598115,0.896465957,0.844325542,0.815483034,0.922269464,0.910010636
0.776916146,0.743142009,0.760279775,0.743375361,0.78665781,0.739799738,0.775698721,0.749863386
0.77281636,0.76940763,0.80063504,0.76940012,0.783844292,0.81549722,0.749071896,0.765882194
0.841044724,0.863858581,0.887780726,0.84427315,0.823112249,0.849010706,0.814547122,0.790414333
0.856810093,0.787895441,0.8230021,0.880705237,0.826904476,0.718761981,0.784427285,0.849138618
0.795978427,0.795646906,0.809765637,0.781503379,0.831784606,0.848338068,0.854318202,0.815857708
0.824537396,0.821496844,0.849826097,0.904057503,0.858789921,0.841905594,0.831019759,0.799126804
0.917279601,0.844280601,0.891257882,0.856900632,0.866029501,0.773645401,0.817915857,0.806961179
0.832844317,0.818774641,0.807900131,0.79781574,0.899291635,0.845529735,0.840677321,0.861327887
0.826194584,0.717921674,0.743380547,0.719875455,0.846131444,0.791079819,0.80351907,0.79931587
0.842096627,0.844310403,0.836212337,0.80750531,0.877281606,0.869651973,0.894236684,0.879145682
0.848894656,0.775158048,0.8354913,0.7878896,0.873988807,0.780833304,0.847233236,0.770718634
0.820056975,0.848474801,0.859374642,0.838554084,0.812014639,0.804527938,0.821552098,0.792877614
0.922889411,0.864070535,0.853077829,0.917622328,0.897024333,0.852091372,0.832697332,0.888817728
0.85858959,0.870978057,0.857367337,0.843004584,0.866393447,0.854940057,0.875892401,0.866491616
0.807046294,0.785566688,0.808756828,0.776215017,0.708573163,0.808883369,0.82557404,0.784510434
0.872154295,0.811211526,0.887425601,0.844992638,0.821270645,0.82567656,0.865461469,0.881029248
0.859787881,0.902427375,0.833555639,0.880826175,0.881134391,0.826913118,0.847963631,0.80867672
0.924188614,0.894950151,0.909609735,0.88870579,0.865790129,0.914549828,0.919739425,0.902636409
0.8788445,0.718973935,0.831944883,0.857721627,0.900096476,0.753674209,0.827207744,0.860372186
0.848833263,0.78026545,0.791126192,0.780318439,0.823809028,0.856180906,0.865979433,0.802225173
0.894051731,0.833181322,0.887886345,0.823081017,0.902043402,0.856217027,0.868861258,0.827265084
0.816174567,0.754393816,0.813941598,0.80765295,0.785925686,0.759546638,0.772941649,0.791641533
0.913176298,0.825513601,0.780975699,0.764301598,0.932041347,0.76756978,0.789924622,0.739748299
0.866024077,0.864872158,0.927355766,0.881924927,0.842460454,0.867129683,0.864057422,0.860895872
0.931197166,0.750797451,0.839700937,0.842050731,0.915971994,0.748155892,0.829511523,0.834320724
0.828648388,0.838806927,0.8062222,0.79439652,0.85124594,0.884871483,0.849164724,0.836947381
0.8237077,0.836504459,0.825358987,0.777181685,0.837852716,0.847239852,0.851064384,0.784121811
0.800112665,0.665420651,0.655867577,0.684251785,0.892818213,0.844291747,0.815711081,0.841234207
0.745253503,0.734959424,0.719539762,0.725606501,0.740399778,0.843164563,0.858352542,0.793279231
0.766354799,0.90931052,0.861915827,0.843831718,0.875340402,0.856649399,0.828849077,0.797905207
0.859385371,0.870502889,0.875041366,0.877605498,0.858889759,0.862665832,0.841484308,0.925853074
0.729879141,0.826849878,0.832012892,0.829334736,0.783235669,0.85610503,0.688623428,0.894508481
0.910318315,0.826735854,0.859103978,0.818885326,0.753941059,0.857842565,0.801953912,0.742729843
0.842575371,0.821324468,0.868021488,0.85904479,0.83652246,0.81141001,0.861421645,0.833660722
0.762114644,0.801705062,0.878186584,0.78182447,0.696591794,0.772162914,0.770205855,0.692973137
0.75592798,0.770815969,0.791944325,0.845390558,0.770872056,0.792663217,0.812996387,0.864139199
0.920604348,0.851892889,0.814544022,0.877427876,0.883151054,0.800860167,0.786361873,0.845691442
0.831335723,0.888834417,0.864447355,0.868566155,0.832576692,0.88642472,0.876101017,0.899403572
