,1,2,3,4,5,6,7,8
0,0.9165158867835999,0.9101299047470093,0.8919469714164734,0.8767095804214478,0.894311785697937,0.8880994319915771,0.9084111452102661,0.8450174927711487
1,0.8855398297309875,0.8507528901100159,0.8487669229507446,0.9056047797203064,0.8771222829818726,0.8353630900382996,0.845465362071991,0.8604252338409424
2,0.8701736927032471,0.8634573221206665,0.8745507597923279,0.891067385673523,0.8373591899871826,0.8429903388023376,0.8529758453369141,0.8607844710350037
3,0.8807458877563477,0.8442286849021912,0.8581039905548096,0.8420713543891907,0.7066468596458435,0.7334595918655396,0.7303551435470581,0.732699990272522
4,0.8205919861793518,0.8193501830101013,0.9008547067642212,0.8970986604690552,0.8741711378097534,0.8140436410903931,0.839458167552948,0.8667444586753845
5,0.880527675151825,0.8777487277984619,0.8417643904685974,0.8755609393119812,0.8719987273216248,0.8570969700813293,0.8307416439056396,0.8512654304504395
6,0.8589507937431335,0.8389326333999634,0.9185981154441833,0.8964659571647644,0.8443255424499512,0.815483033657074,0.9222694635391235,0.9100106358528137
7,0.7769161462783813,0.7431420087814331,0.7602797746658325,0.7433753609657288,0.7866578102111816,0.7397997379302979,0.775698721408844,0.7498633861541748
8,0.7728163599967957,0.7694076299667358,0.800635039806366,0.7694001197814941,0.7838442921638489,0.8154972195625305,0.7490718960762024,0.7658821940422058
9,0.8410447239875793,0.8638585805892944,0.8877807259559631,0.8442731499671936,0.8231122493743896,0.849010705947876,0.8145471215248108,0.7904143333435059
10,0.8568100929260254,0.7878954410552979,0.8230020999908447,0.8807052373886108,0.8269044756889343,0.7187619805335999,0.784427285194397,0.849138617515564
11,0.7959784269332886,0.7956469058990479,0.809765636920929,0.7815033793449402,0.8317846059799194,0.8483380675315857,0.8543182015419006,0.8158577084541321
12,0.8245373964309692,0.821496844291687,0.8498260974884033,0.904057502746582,0.8587899208068848,0.8419055938720703,0.8310197591781616,0.7991268038749695
13,0.9172796010971069,0.8442806005477905,0.8912578821182251,0.8569006323814392,0.8660295009613037,0.7736454010009766,0.8179158568382263,0.806961178779602
14,0.8328443169593811,0.8187746405601501,0.8079001307487488,0.79781574010849,0.8992916345596313,0.8455297350883484,0.8406773209571838,0.8613278865814209
15,0.8261945843696594,0.7179216742515564,0.7433805465698242,0.7198754549026489,0.846131443977356,0.7910798192024231,0.803519070148468,0.799315869808197
16,0.8420966267585754,0.8443104028701782,0.8362123370170593,0.8075053095817566,0.8772816061973572,0.8696519732475281,0.89423668384552,0.8791456818580627
17,0.8488946557044983,0.7751580476760864,0.8354912996292114,0.7878895998001099,0.8739888072013855,0.7808333039283752,0.847233235836029,0.7707186341285706
18,0.8200569748878479,0.8484748005867004,0.8593746423721313,0.8385540843009949,0.812014639377594,0.8045279383659363,0.8215520977973938,0.7928776144981384
19,0.9228894114494324,0.8640705347061157,0.8530778288841248,0.9176223278045654,0.8970243334770203,0.852091372013092,0.832697331905365,0.8888177275657654
20,0.8585895895957947,0.870978057384491,0.8573673367500305,0.843004584312439,0.8663934469223022,0.8549400568008423,0.8758924007415771,0.8664916157722473
21,0.8070462942123413,0.7855666875839233,0.8087568283081055,0.7762150168418884,0.7085731625556946,0.8088833689689636,0.8255740404129028,0.7845104336738586
22,0.8721542954444885,0.8112115263938904,0.8874256014823914,0.8449926376342773,0.8212706446647644,0.8256765604019165,0.8654614686965942,0.8810292482376099
23,0.8597878813743591,0.9024273753166199,0.8335556387901306,0.8808261752128601,0.8811343908309937,0.8269131183624268,0.8479636311531067,0.8086767196655273
24,0.9241886138916016,0.8949501514434814,0.9096097350120544,0.8887057900428772,0.8657901287078857,0.9145498275756836,0.9197394251823425,0.9026364088058472
