Year,Month,Day,Hour,Minute,ds,DHI,DNI,y,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2017,1,1,0,0,01-01-17 0:00,0,0,0,0,0,0,4,0,160.43,0,0.866,1.1,1.073,233.1,100,2,990
2017,1,1,0,30,01-01-17 0:30,0,0,0,0,0,0,4,0,160.07,0,0.866,1,0.964,233.1,100,2,990
2017,1,1,1,0,01-01-17 1:00,0,0,0,0,0,0,4,0,157.88,0,0.866,1,0.855,252.3,100,2,990
2017,1,1,1,30,01-01-17 1:30,0,0,0,0,0,0,4,0,154.34,0,0.866,1,0.76,252.3,100,1,990
2017,1,1,2,0,01-01-17 2:00,0,0,0,0,0,0,4,0,149.93,0,0.866,1.1,0.666,271.6,99.05,1,990
2017,1,1,2,30,01-01-17 2:30,0,0,0,0,0,0,4,0,145,0,0.866,1.1,0.605,271.6,99.13,0,990
2017,1,1,3,0,01-01-17 3:00,0,0,0,0,0,0,4,-1,139.77,0,0.866,1.2,0.544,280.6,87.92,0,990
2017,1,1,3,30,01-01-17 3:30,0,0,0,0,0,0,4,-1,134.36,0,0.866,1.2,0.522,280.6,87.99,0,990
2017,1,1,4,0,01-01-17 4:00,0,0,0,0,0,0,4,-3,128.86,0,0.866,1.2,0.5,281.7,83.01,0,990
2017,1,1,4,30,01-01-17 4:30,0,0,0,0,0,0,4,-3,123.33,0,0.866,1,0.507,281.7,83.06,0,990
2017,1,1,5,0,01-01-17 5:00,0,0,0,0,0,0,4,-4,117.81,0,0.866,0.9,0.515,279.2,82.08,-1,990
2017,1,1,5,30,01-01-17 5:30,0,0,0,0,0,0,4,-4,112.35,0,0.866,0.8,0.535,279.2,82.13,-1,990
2017,1,1,6,0,01-01-17 6:00,0,0,0,0,0,0,1,-5,106.97,0,0.866,0.7,0.555,276.8,83.92,-2,990
2017,1,1,6,30,01-01-17 6:30,0,0,0,0,0,0,1,-5,101.71,0,0.866,0.6,0.569,276.8,83.96,-2,990
2017,1,1,7,0,01-01-17 7:00,0,0,0,0,0,0,4,-5,96.62,0,0.866,0.6,0.583,272.8,88.74,-2,990
2017,1,1,7,30,01-01-17 7:30,0,0,0,0,0,0,1,-5,91.72,0,0.866,0.6,0.584,272.8,82.41,-1,1000
2017,1,1,8,0,01-01-17 8:00,33,0,33,23,191,33,4,-5,87.05,4,0.866,0.6,0.585,265.2,85.41,-1,1000
2017,1,1,8,30,01-01-17 8:30,48,409,100,48,409,100,1,-5,82.69,0,0.866,0.6,0.576,265.2,79.36,0,1000
2017,1,1,9,0,01-01-17 9:00,63,568,175,63,568,175,1,-4,78.67,0,0.866,0.7,0.567,265.9,79.17,0,1000
2017,1,1,9,30,01-01-17 9:30,76,658,246,76,658,246,1,-4,75.05,0,0.866,0.7,0.556,265.9,73.66,0,1000
2017,1,1,10,0,01-01-17 10:00,79,752,312,79,752,312,1,-4,71.92,0,0.866,0.8,0.545,280,74.04,1,1000
2017,1,1,10,30,01-01-17 10:30,86,793,366,86,793,366,1,-4,69.32,0,0.866,0.8,0.532,280,74.04,1,1000
2017,1,1,11,0,01-01-17 11:00,88,830,407,88,830,407,1,-4,67.34,0,0.866,0.8,0.519,286.4,72.89,2,1000
2017,1,1,11,30,01-01-17 11:30,90,846,434,90,846,434,1,-4,66.03,0,0.866,0.7,0.512,286.4,72.89,2,1000
2017,1,1,12,0,01-01-17 12:00,88,866,448,88,866,448,1,-4,65.42,0,0.866,0.7,0.506,284.6,68.33,2,1000
2017,1,1,12,30,01-01-17 12:30,87,865,445,87,865,445,1,-4,65.55,0,0.866,0.6,0.506,284.6,68.34,2,1000
2017,1,1,13,0,01-01-17 13:00,81,869,429,81,869,429,1,-4,66.4,0,0.866,0.6,0.507,280.5,69.02,3,1000
2017,1,1,13,30,01-01-17 13:30,78,851,398,78,851,398,1,-4,67.95,0,0.866,0.5,0.511,280.5,69.04,3,1000
2017,1,1,14,0,01-01-17 14:00,72,826,353,72,826,353,0,-3,70.15,0,0.866,0.5,0.516,275.3,70.71,3,1000
2017,1,1,14,30,01-01-17 14:30,66,783,296,66,783,296,0,-3,72.93,0,0.866,0.4,0.519,275.3,76.04,2,1000
2017,1,1,15,0,01-01-17 15:00,57,722,229,57,722,229,0,-2,76.24,0,0.866,0.3,0.522,251.6,83.69,2,1000
2017,1,1,15,30,01-01-17 15:30,46,628,155,46,628,155,1,-2,80,0,0.866,0.5,0.524,251.6,83.73,1,1000
2017,1,1,16,0,01-01-17 16:00,32,480,81,32,480,81,1,-5,84.15,0,0.866,0.7,0.526,211,68.78,0,1000
2017,1,1,16,30,01-01-17 16:30,12,212,17,12,212,17,1,-5,88.62,0,0.866,0.8,0.532,211,74.01,0,1000
2017,1,1,17,0,01-01-17 17:00,0,0,0,0,0,0,1,-5,93.37,0,0.866,0.9,0.538,191.1,77.71,0,1000
2017,1,1,17,30,01-01-17 17:30,0,0,0,0,0,0,1,-5,98.34,0,0.866,0.9,0.542,191.1,77.74,0,1000
2017,1,1,18,0,01-01-17 18:00,0,0,0,0,0,0,1,-5,103.5,0,0.866,0.9,0.547,179.4,76.44,-1,1000
2017,1,1,18,30,01-01-17 18:30,0,0,0,0,0,0,0,-5,108.8,0,0.866,0.8,0.548,179.4,76.46,-1,1000
2017,1,1,19,0,01-01-17 19:00,0,0,0,0,0,0,0,-5,114.21,0,0.866,0.8,0.549,169.6,80.02,-2,1000
2017,1,1,19,30,01-01-17 19:30,0,0,0,0,0,0,1,-5,119.69,0,0.866,0.7,0.554,169.6,80.04,-2,1000
2017,1,1,20,0,01-01-17 20:00,0,0,0,0,0,0,8,-6,125.22,0,0.866,0.7,0.559,169.7,84.4,-3,1000
2017,1,1,20,30,01-01-17 20:30,0,0,0,0,0,0,8,-6,130.74,0,0.866,0.6,0.568,169.7,84.41,-3,1000
2017,1,1,21,0,01-01-17 21:00,0,0,0,0,0,0,4,-6,136.22,0,0.866,0.5,0.577,174.3,90.01,-3,1000
2017,1,1,21,30,01-01-17 21:30,0,0,0,0,0,0,8,-6,141.57,0,0.866,0.5,0.584,174.3,83.49,-3,1000
2017,1,1,22,0,01-01-17 22:00,0,0,0,0,0,0,8,-6,146.71,0,0.866,0.5,0.591,174.9,85.19,-3,1000
2017,1,1,22,30,01-01-17 22:30,0,0,0,0,0,0,8,-6,151.48,0,0.866,0.5,0.594,174.9,85.18,-2,1000
2017,1,1,23,0,01-01-17 23:00,0,0,0,0,0,0,8,-5,155.63,0,0.866,0.5,0.598,173.5,87.35,-2,1000
2017,1,1,23,30,01-01-17 23:30,0,0,0,0,0,0,8,-5,158.75,0,0.866,0.5,0.61,173.5,87.35,-2,1000
2017,1,2,0,0,01-02-17 0:00,0,0,0,0,0,0,8,-5,160.33,0,0.866,0.5,0.623,171.8,86.97,-2,1000
2017,1,2,0,30,01-02-17 0:30,0,0,0,0,0,0,4,-5,160,0,0.866,0.5,0.644,171.8,86.98,-2,1000
2017,1,2,1,0,01-02-17 1:00,0,0,0,0,0,0,8,-5,157.85,0,0.866,0.5,0.666,171.4,86.28,-3,1000
2017,1,2,1,30,01-02-17 1:30,0,0,0,0,0,0,8,-5,154.33,0,0.866,0.5,0.676,171.4,86.29,-3,1000
2017,1,2,2,0,01-02-17 2:00,0,0,0,0,0,0,1,-6,149.94,0,0.866,0.6,0.687,169.8,84.44,-3,1000
2017,1,2,2,30,01-02-17 2:30,0,0,0,0,0,0,8,-6,145.02,0,0.866,0.6,0.676,169.8,84.42,-3,1000
2017,1,2,3,0,01-02-17 3:00,0,0,0,0,0,0,8,-6,139.8,0,0.866,0.6,0.665,165.1,89.27,-3,1000
2017,1,2,3,30,01-02-17 3:30,0,0,0,0,0,0,8,-6,134.39,0,0.866,0.5,0.648,165.1,89.26,-3,1000
2017,1,2,4,0,01-02-17 4:00,0,0,0,0,0,0,8,-6,128.89,0,0.866,0.5,0.632,159.8,88,-4,1000
2017,1,2,4,30,01-02-17 4:30,0,0,0,0,0,0,8,-6,123.36,0,0.866,0.5,0.662,159.8,88.01,-4,1000
2017,1,2,5,0,01-02-17 5:00,0,0,0,0,0,0,8,-6,117.84,0,0.866,0.5,0.693,155.1,94.55,-4,1000
2017,1,2,5,30,01-02-17 5:30,0,0,0,0,0,0,8,-6,112.38,0,0.866,0.5,0.798,155.1,94.57,-4,1000
2017,1,2,6,0,01-02-17 6:00,0,0,0,0,0,0,8,-6,106.99,0,0.866,0.5,0.904,150.6,95.31,-4,1000
2017,1,2,6,30,01-02-17 6:30,0,0,0,0,0,0,8,-6,101.73,0,0.866,0.5,1.049,150.6,88.35,-3,1010
2017,1,2,7,0,01-02-17 7:00,0,0,0,0,0,0,8,-6,96.63,0,0.866,0.6,1.194,147.6,90.73,-3,1010
2017,1,2,7,30,01-02-17 7:30,0,0,0,0,0,0,8,-6,91.72,0,0.866,0.6,1.345,147.6,84.16,-2,1010
2017,1,2,8,0,01-02-17 8:00,12,0,12,20,235,32,8,-5,87.06,4,0.866,0.7,1.497,145.1,85.15,-2,1010
2017,1,2,8,30,01-02-17 8:30,37,0,37,40,440,96,8,-5,82.68,4,0.866,0.7,1.601,145.1,79.08,-1,1010
2017,1,2,9,0,01-02-17 9:00,63,0,63,58,542,164,8,-3,78.65,4,0.866,0.7,1.706,139.4,87.9,0,1010
2017,1,2,9,30,01-02-17 9:30,90,0,90,70,627,232,8,-3,75.03,4,0.866,0.7,1.738,139.4,81.67,0,1010
2017,1,2,10,0,01-02-17 10:00,111,3,112,87,652,290,8,-2,71.88,4,0.866,0.7,1.77,139.4,84.68,1,1010
2017,1,2,10,30,01-02-17 10:30,128,9,132,95,694,341,8,-2,69.27,0,0.866,0.7,1.753,139.4,84.64,1,1010
2017,1,2,11,0,01-02-17 11:00,164,91,199,108,697,378,8,-1,67.28,0,0.866,0.8,1.736,149.1,91.76,2,1000
2017,1,2,11,30,01-02-17 11:30,154,19,162,112,715,404,8,-1,65.95,0,0.866,0.8,1.718,149.1,91.72,2,1000
2017,1,2,12,0,01-02-17 12:00,175,64,202,117,714,416,8,0,65.34,0,0.866,0.9,1.7,148,89.3,2,1000
2017,1,2,12,30,01-02-17 12:30,93,0,93,117,713,414,8,0,65.45,0,0.866,0.9,1.694,148,89.27,2,1000
2017,1,2,13,0,01-02-17 13:00,49,0,49,117,695,397,4,0,66.29,0,0.866,0.9,1.69,144.6,92.1,3,1000
2017,1,2,13,30,01-02-17 13:30,26,0,26,112,674,367,4,0,67.83,0,0.866,0.8,1.684,144.6,92.08,3,1000
2017,1,2,14,0,01-02-17 14:00,23,0,23,105,641,324,4,0,70.02,4,0.866,0.8,1.679,142.7,94.16,3,1000
2017,1,2,14,30,01-02-17 14:30,19,0,19,95,593,270,4,0,72.8,4,0.866,0.8,1.665,142.7,94.15,2,1000
2017,1,2,15,0,01-02-17 15:00,14,0,14,80,532,208,4,0,76.11,4,0.866,0.8,1.652,140.5,95.26,2,1000
2017,1,2,15,30,01-02-17 15:30,9,0,9,63,431,139,4,0,79.86,4,0.866,0.8,1.64,140.5,100,2,1000
2017,1,2,16,0,01-02-17 16:00,5,0,5,41,290,71,4,0,84.01,4,0.866,0.9,1.629,143.6,100,2,1000
2017,1,2,16,30,01-02-17 16:30,1,0,1,13,76,15,4,0,88.48,4,0.866,0.9,1.616,143.6,100,2,1000
2017,1,2,17,0,01-02-17 17:00,0,0,0,0,0,0,4,0,93.23,0,0.866,0.9,1.603,144.2,100,2,1000
2017,1,2,17,30,01-02-17 17:30,0,0,0,0,0,0,4,0,98.2,0,0.866,0.9,1.593,144.2,100,1,1000
2017,1,2,18,0,01-02-17 18:00,0,0,0,0,0,0,4,0,103.36,0,0.866,1,1.583,143.5,100,1,1000
2017,1,2,18,30,01-02-17 18:30,0,0,0,0,0,0,,0,108.66,1,0.866,1,1.581,143.5,100,1,1000
2017,1,2,19,0,01-02-17 19:00,0,0,0,0,0,0,8,0,114.07,0,0.866,1,1.579,144.8,100,1,1000
2017,1,2,19,30,01-02-17 19:30,0,0,0,0,0,0,8,0,119.55,0,0.866,1,1.587,144.8,100,1,1000
2017,1,2,20,0,01-02-17 20:00,0,0,0,0,0,0,8,0,125.08,0,0.866,1,1.596,146.2,99.7,1,1000
2017,1,2,20,30,01-02-17 20:30,0,0,0,0,0,0,2,0,130.6,0,0.866,1,1.621,146.2,99.68,1,1000
2017,1,2,21,0,01-02-17 21:00,0,0,0,0,0,0,4,0,136.07,0,0.866,1,1.647,148.9,98.63,1,1000
2017,1,2,21,30,01-02-17 21:30,0,0,0,0,0,0,1,0,141.43,0,0.866,1,1.657,148.9,98.56,1,1000
2017,1,2,22,0,01-02-17 22:00,0,0,0,0,0,0,1,0,146.57,0,0.866,1.1,1.668,142.5,97.94,1,1000
2017,1,2,22,30,01-02-17 22:30,0,0,0,0,0,0,1,0,151.34,0,0.866,1.1,1.677,142.5,97.87,1,1000
2017,1,2,23,0,01-02-17 23:00,0,0,0,0,0,0,4,0,155.49,0,0.866,1.1,1.687,140,97.26,1,1000
2017,1,2,23,30,01-02-17 23:30,0,0,0,0,0,0,1,0,158.62,0,0.866,1,1.73,140,97.23,1,1000
2017,1,3,0,0,01-03-17 0:00,0,0,0,0,0,0,4,0,160.23,0,0.866,1,1.773,145.6,97.68,1,1000
2017,1,3,0,30,01-03-17 0:30,0,0,0,0,0,0,8,0,159.93,0,0.866,1,1.82,145.6,97.66,1,1000
2017,1,3,1,0,01-03-17 1:00,0,0,0,0,0,0,8,0,157.8,0,0.866,1,1.868,146.2,98.86,1,1000
2017,1,3,1,30,01-03-17 1:30,0,0,0,0,0,0,8,0,154.31,0,0.866,1,1.919,146.2,98.83,1,1000
2017,1,3,2,0,01-03-17 2:00,0,0,0,0,0,0,8,0,149.94,0,0.866,1,1.97,148.2,100,1,1000
2017,1,3,2,30,01-03-17 2:30,0,0,0,0,0,0,8,0,145.04,0,0.866,1,2.023,148.2,100,1,1000
2017,1,3,3,0,01-03-17 3:00,0,0,0,0,0,0,8,0,139.82,0,0.866,1,2.077,147,100,1,1000
2017,1,3,3,30,01-03-17 3:30,0,0,0,0,0,0,8,0,134.41,0,0.866,1,2.135,147,100,1,990
2017,1,3,4,0,01-03-17 4:00,0,0,0,0,0,0,8,0,128.92,0,0.866,1,2.194,147.6,100,1,990
2017,1,3,4,30,01-03-17 4:30,0,0,0,0,0,0,8,0,123.39,0,0.866,1,2.247,147.6,100,1,990
2017,1,3,5,0,01-03-17 5:00,0,0,0,0,0,0,8,0,117.87,0,0.866,1,2.301,145.1,100,2,990
2017,1,3,5,30,01-03-17 5:30,0,0,0,0,0,0,8,0,112.4,0,0.866,1.1,2.35,145.1,100,2,990
2017,1,3,6,0,01-03-17 6:00,0,0,0,0,0,0,8,0,107.01,0,0.866,1.2,2.399,146.3,100,2,990
2017,1,3,6,30,01-03-17 6:30,0,0,0,0,0,0,8,0,101.75,0,0.866,1.2,2.435,146.3,100,2,990
2017,1,3,7,0,01-03-17 7:00,0,0,0,0,0,0,8,0,96.64,0,0.866,1.2,2.472,147.1,100,2,990
2017,1,3,7,30,01-03-17 7:30,0,0,0,0,0,0,,0,91.73,1,0.866,1.2,2.49,147.1,100,2,990
2017,1,3,8,0,01-03-17 8:00,6,0,6,21,168,30,8,0,87.05,4,0.866,1.3,2.508,147,100,2,990
2017,1,3,8,30,01-03-17 8:30,21,0,21,44,368,91,8,0,82.67,4,0.866,1.2,2.514,147,100,2,990
2017,1,3,9,0,01-03-17 9:00,37,0,37,58,521,161,8,1,78.63,4,0.866,1.1,2.522,145.8,100,2,990
2017,1,3,9,30,01-03-17 9:30,52,0,52,70,608,227,6,1,74.99,4,0.866,1,2.525,145.8,100,2,990
2017,1,3,10,0,01-03-17 10:00,66,0,66,79,670,287,6,1,71.83,4,0.866,1,2.529,144.4,100,3,990
2017,1,3,10,30,01-03-17 10:30,77,0,77,86,710,338,6,1,69.22,0,0.866,0.9,2.524,144.4,100,3,990
2017,1,3,11,0,01-03-17 11:00,128,0,128,90,741,377,8,1,67.21,0,0.866,0.9,2.519,145.5,100,3,990
2017,1,3,11,30,01-03-17 11:30,112,0,112,93,757,402,6,1,65.87,0,0.866,0.8,2.508,145.5,100,3,990
2017,1,3,12,0,01-03-17 12:00,116,0,116,91,774,416,6,1,65.24,0,0.866,0.8,2.497,145.1,100,3,990
2017,1,3,12,30,01-03-17 12:30,136,0,136,91,773,414,6,1,65.35,0,0.866,0.8,2.487,145.1,100,3,990
2017,1,3,13,0,01-03-17 13:00,126,0,126,88,769,398,6,1,66.18,0,0.866,0.8,2.477,141.1,100,3,980
2017,1,3,13,30,01-03-17 13:30,83,0,83,84,751,369,6,1,67.71,0,0.866,0.7,2.468,141.1,100,2,980
2017,1,3,14,0,01-03-17 14:00,74,0,74,77,729,328,6,1,69.89,4,0.866,0.7,2.46,136.5,100,2,980
2017,1,3,14,30,01-03-17 14:30,62,0,62,70,686,275,8,1,72.67,4,0.866,0.7,2.45,136.5,100,2,980
2017,1,3,15,0,01-03-17 15:00,48,0,48,59,633,213,8,1,75.97,4,0.866,0.7,2.441,132.7,100,2,980
2017,1,3,15,30,01-03-17 15:30,32,0,32,48,540,145,8,0,79.72,4,0.866,0.6,2.425,132.7,100,2,980
2017,1,3,16,0,01-03-17 16:00,17,0,17,33,394,75,8,0,83.87,4,0.866,0.6,2.409,131.3,100,2,980
2017,1,3,16,30,01-03-17 16:30,4,0,4,13,154,18,6,0,88.34,4,0.866,0.6,2.384,131.3,100,2,980
2017,1,3,17,0,01-03-17 17:00,0,0,0,0,0,0,6,0,93.08,0,0.866,0.6,2.36,135.5,100,2,980
2017,1,3,17,30,01-03-17 17:30,0,0,0,0,0,0,8,0,98.06,0,0.866,0.6,2.334,135.5,100,2,980
2017,1,3,18,0,01-03-17 18:00,0,0,0,0,0,0,8,0,103.21,0,0.866,0.6,2.309,135.8,100,2,980
2017,1,3,18,30,01-03-17 18:30,0,0,0,0,0,0,,0,108.51,1,0.866,0.5,2.29,135.8,100,1,980
2017,1,3,19,0,01-03-17 19:00,0,0,0,0,0,0,8,0,113.92,0,0.866,0.5,2.272,134,100,1,980
2017,1,3,19,30,01-03-17 19:30,0,0,0,0,0,0,4,0,119.41,0,0.866,0.4,2.253,134,100,1,980
2017,1,3,20,0,01-03-17 20:00,0,0,0,0,0,0,8,0,124.93,0,0.866,0.4,2.234,138.5,100,1,980
2017,1,3,20,30,01-03-17 20:30,0,0,0,0,0,0,8,0,130.46,0,0.866,0.4,2.204,138.5,100,1,980
2017,1,3,21,0,01-03-17 21:00,0,0,0,0,0,0,8,0,135.93,0,0.866,0.4,2.175,152.4,100,1,980
2017,1,3,21,30,01-03-17 21:30,0,0,0,0,0,0,8,0,141.28,0,0.866,0.4,2.133,152.4,100,1,980
2017,1,3,22,0,01-03-17 22:00,0,0,0,0,0,0,8,0,146.42,0,0.866,0.5,2.091,167,100,1,980
2017,1,3,22,30,01-03-17 22:30,0,0,0,0,0,0,8,0,151.19,0,0.866,0.5,2.044,167,100,1,980
2017,1,3,23,0,01-03-17 23:00,0,0,0,0,0,0,8,0,155.35,0,0.866,0.5,1.997,185.3,100,1,970
2017,1,3,23,30,01-03-17 23:30,0,0,0,0,0,0,8,0,158.49,0,0.866,0.5,1.956,185.3,100,1,970
2017,1,4,0,0,01-04-17 0:00,0,0,0,0,0,0,8,0,160.11,0,0.866,0.6,1.916,195.7,100,1,970
2017,1,4,0,30,01-04-17 0:30,0,0,0,0,0,0,8,0,159.85,0,0.866,0.5,1.893,195.7,100,1,970
2017,1,4,1,0,01-04-17 1:00,0,0,0,0,0,0,,0,157.75,1,0.866,0.5,1.871,212.3,100,1,970
2017,1,4,1,30,01-04-17 1:30,0,0,0,0,0,0,1,0,154.29,0,0.866,0.5,1.889,212.3,100,1,970
2017,1,4,2,0,01-04-17 2:00,0,0,0,0,0,0,8,0,149.94,0,0.866,0.6,1.907,231.6,100,1,970
2017,1,4,2,30,01-04-17 2:30,0,0,0,0,0,0,8,0,145.04,0,0.866,0.6,1.87,231.6,100,1,970
2017,1,4,3,0,01-04-17 3:00,0,0,0,0,0,0,8,0,139.83,0,0.866,0.7,1.833,246.9,100,2,970
2017,1,4,3,30,01-04-17 3:30,0,0,0,0,0,0,8,0,134.43,0,0.866,0.8,1.737,246.9,100,2,970
2017,1,4,4,0,01-04-17 4:00,0,0,0,0,0,0,4,1,128.94,0,0.866,0.9,1.641,262.7,100,2,970
2017,1,4,4,30,01-04-17 4:30,0,0,0,0,0,0,4,1,123.41,0,0.866,0.9,1.596,262.7,100,2,970
2017,1,4,5,0,01-04-17 5:00,0,0,0,0,0,0,4,1,117.89,0,0.866,1,1.552,266.2,100,3,970
2017,1,4,5,30,01-04-17 5:30,0,0,0,0,0,0,4,1,112.42,0,0.866,1,1.531,266.2,100,2,970
2017,1,4,6,0,01-04-17 6:00,0,0,0,0,0,0,,1,107.03,1,0.866,1,1.51,264.3,100,2,970
2017,1,4,6,30,01-04-17 6:30,0,0,0,0,0,0,4,0,101.76,0,0.866,1,1.431,264.3,100,2,980
2017,1,4,7,0,01-04-17 7:00,0,0,0,0,0,0,8,0,96.65,0,0.866,1.1,1.353,262.1,100,2,980
2017,1,4,7,30,01-04-17 7:30,0,0,0,0,0,0,8,0,91.72,0,0.866,1.1,1.223,262.1,100,2,980
2017,1,4,8,0,01-04-17 8:00,5,0,5,23,131,30,4,0,87.04,4,0.866,1.1,1.094,263.4,99.44,2,980
2017,1,4,8,30,01-04-17 8:30,18,0,18,52,326,94,4,0,82.65,4,0.866,1.1,1,263.4,99.44,2,980
2017,1,4,9,0,01-04-17 9:00,32,0,32,71,486,167,4,0,78.6,4,0.866,1.2,0.908,269.3,98.98,3,980
2017,1,4,9,30,01-04-17 9:30,45,0,45,87,581,238,4,0,74.95,4,0.866,1.2,0.842,269.3,99,3,980
2017,1,4,10,0,01-04-17 10:00,58,0,58,89,694,306,8,0,71.78,4,0.866,1.3,0.777,273,88.11,3,980
2017,1,4,10,30,01-04-17 10:30,69,0,69,97,739,360,4,0,69.15,0,0.866,1.3,0.719,273,88.11,3,980
2017,1,4,11,0,01-04-17 11:00,130,0,130,99,784,404,8,-1,67.13,0,0.866,1.4,0.662,268.4,80.17,3,980
2017,1,4,11,30,01-04-17 11:30,87,691,371,102,804,432,8,-1,65.78,0,0.866,1.5,0.615,268.4,86.13,3,980
2017,1,4,12,0,01-04-17 12:00,73,0,73,101,825,447,8,-2,65.14,0,0.866,1.6,0.568,263.3,75.5,3,980
2017,1,4,12,30,01-04-17 12:30,82,724,386,101,826,447,4,-2,65.23,0,0.866,1.6,0.524,263.3,81.18,2,980
2017,1,4,13,0,01-04-17 13:00,80,717,371,103,807,430,4,-4,66.05,0,0.866,1.7,0.482,263,70.76,2,980
2017,1,4,13,30,01-04-17 13:30,72,723,348,99,789,400,4,-4,67.58,0,0.866,1.7,0.454,263,70.79,1,980
2017,1,4,14,0,01-04-17 14:00,98,610,309,96,750,355,4,-6,69.76,4,0.866,1.8,0.428,265.5,61.84,1,980
2017,1,4,14,30,01-04-17 14:30,90,564,260,87,703,298,4,-6,72.53,4,0.866,1.7,0.421,265.5,61.87,0,980
2017,1,4,15,0,01-04-17 15:00,83,478,200,80,613,230,4,-7,75.82,4,0.866,1.7,0.415,268.2,60.18,0,980
2017,1,4,15,30,01-04-17 15:30,65,509,157,65,509,157,4,-7,79.57,4,0.866,1.6,0.414,268.2,60.2,0,980
2017,1,4,16,0,01-04-17 16:00,47,313,81,47,313,81,4,-8,83.72,4,0.866,1.6,0.414,271.1,61.91,-1,980
2017,1,4,16,30,01-04-17 16:30,17,78,20,17,78,20,1,-8,88.19,0,0.866,1.5,0.413,271.1,61.93,-1,980
2017,1,4,17,0,01-04-17 17:00,0,0,0,0,0,0,,-8,92.93,1,0.866,1.5,0.412,272.8,65.59,-2,980
2017,1,4,17,30,01-04-17 17:30,0,0,0,0,0,0,4,-8,97.91,0,0.866,1.5,0.407,272.8,65.61,-2,980
2017,1,4,18,0,01-04-17 18:00,0,0,0,0,0,0,4,-8,103.06,0,0.866,1.6,0.403,274.3,68.46,-2,980
2017,1,4,18,30,01-04-17 18:30,0,0,0,0,0,0,4,-8,108.36,0,0.866,1.6,0.395,274.3,68.47,-2,980
2017,1,4,19,0,01-04-17 19:00,0,0,0,0,0,0,4,-9,113.77,0,0.866,1.6,0.387,274.5,65.48,-3,980
2017,1,4,19,30,01-04-17 19:30,0,0,0,0,0,0,4,-9,119.26,0,0.866,1.6,0.378,274.5,65.48,-3,980
2017,1,4,20,0,01-04-17 20:00,0,0,0,0,0,0,4,-10,124.78,0,0.866,1.7,0.37,273.6,66.78,-3,980
2017,1,4,20,30,01-04-17 20:30,0,0,0,0,0,0,4,-10,130.31,0,0.866,1.7,0.363,273.6,66.79,-3,980
2017,1,4,21,0,01-04-17 21:00,0,0,0,0,0,0,4,-10,135.78,0,0.866,1.7,0.356,272.6,63.43,-4,980
2017,1,4,21,30,01-04-17 21:30,0,0,0,0,0,0,4,-10,141.13,0,0.866,1.7,0.349,272.6,63.44,-4,980
2017,1,4,22,0,01-04-17 22:00,0,0,0,0,0,0,4,-11,146.27,0,0.866,1.7,0.343,271.9,65.34,-4,980
2017,1,4,22,30,01-04-17 22:30,0,0,0,0,0,0,4,-11,151.04,0,0.866,1.7,0.338,271.9,65.36,-4,980
2017,1,4,23,0,01-04-17 23:00,0,0,0,0,0,0,4,-11,155.2,0,0.866,1.7,0.334,272,68.53,-5,980
2017,1,4,23,30,01-04-17 23:30,0,0,0,0,0,0,1,-11,158.35,0,0.866,1.6,0.33,272,68.54,-5,980
2017,1,5,0,0,01-05-17 0:00,0,0,0,0,0,0,4,-11,159.99,0,0.866,1.6,0.326,272.2,67.57,-5,980
2017,1,5,0,30,01-05-17 0:30,0,0,0,0,0,0,1,-11,159.76,0,0.866,1.5,0.321,272.2,67.6,-5,980
2017,1,5,1,0,01-05-17 1:00,0,0,0,0,0,0,4,-12,157.7,0,0.866,1.5,0.316,272.2,66.91,-6,980
2017,1,5,1,30,01-05-17 1:30,0,0,0,0,0,0,4,-12,154.26,0,0.866,1.4,0.312,272.2,66.94,-6,980
2017,1,5,2,0,01-05-17 2:00,0,0,0,0,0,0,4,-12,149.92,0,0.866,1.3,0.308,271.6,66.41,-6,980
2017,1,5,2,30,01-05-17 2:30,0,0,0,0,0,0,4,-12,145.04,0,0.866,1.3,0.315,271.6,66.44,-6,980
2017,1,5,3,0,01-05-17 3:00,0,0,0,0,0,0,4,-12,139.84,0,0.866,1.3,0.322,273.4,71.47,-6,990
2017,1,5,3,30,01-05-17 3:30,0,0,0,0,0,0,4,-12,134.45,0,0.866,1.2,0.325,273.4,71.47,-6,990
2017,1,5,4,0,01-05-17 4:00,0,0,0,0,0,0,4,-12,128.95,0,0.866,1.2,0.328,272.8,71.22,-6,990
2017,1,5,4,30,01-05-17 4:30,0,0,0,0,0,0,1,-12,123.42,0,0.866,1.1,0.332,272.8,71.24,-6,990
2017,1,5,5,0,01-05-17 5:00,0,0,0,0,0,0,1,-12,117.9,0,0.866,1.1,0.337,270.8,70.99,-7,990
2017,1,5,5,30,01-05-17 5:30,0,0,0,0,0,0,4,-12,112.43,0,0.866,1,0.341,270.8,71.02,-7,990
2017,1,5,6,0,01-05-17 6:00,0,0,0,0,0,0,4,-12,107.04,0,0.866,1,0.347,268,71.03,-7,990
2017,1,5,6,30,01-05-17 6:30,0,0,0,0,0,0,4,-12,101.76,0,0.866,0.9,0.355,268,71.03,-7,990
2017,1,5,7,0,01-05-17 7:00,0,0,0,0,0,0,4,-12,96.64,0,0.866,0.9,0.363,262.5,76.21,-7,990
