ds,DHI,dni,y,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
01-01-98 0:00,0,0,0,0,0,0,1,-16,160.47,0,0.866,0.7,0.219,294,82.33,-13,1000
01-01-98 0:30,0,0,0,0,0,0,1,-16,160.1,0,0.866,0.6,0.22,294,82.35,-13,1000
01-01-98 1:00,0,0,0,0,0,0,1,-17,157.9,0,0.866,0.6,0.221,286.9,83.03,-14,1000
01-01-98 1:30,0,0,0,0,0,0,1,-17,154.35,0,0.866,0.5,0.225,286.9,83.06,-14,1000
01-01-98 2:00,0,0,0,0,0,0,1,-18,149.93,0,0.866,0.5,0.23,279.7,81.74,-15,1000
01-01-98 2:30,0,0,0,0,0,0,7,-18,145,0,0.866,0.5,0.237,279.7,88.87,-15,1000
01-01-98 3:00,0,0,0,0,0,0,8,-19,139.77,0,0.866,0.5,0.245,274,88,-16,1000
01-01-98 3:30,0,0,0,0,0,0,7,-19,134.35,0,0.866,0.5,0.26,274,88,-16,1000
01-01-98 4:00,0,0,0,0,0,0,7,-19,128.85,0,0.866,0.6,0.275,270.2,86.05,-16,1000
01-01-98 4:30,0,0,0,0,0,0,8,-19,123.32,0,0.866,0.6,0.296,270.2,86.06,-16,1000
01-01-98 5:00,0,0,0,0,0,0,1,-20,117.81,0,0.866,0.6,0.318,264.8,84.04,-16,1000
01-01-98 5:30,0,0,0,0,0,0,0,-20,112.34,0,0.866,0.6,0.339,264.8,84.04,-16,1000
01-01-98 6:00,0,0,0,0,0,0,7,-20,106.97,0,0.866,0.6,0.362,252.5,81.34,-17,1000
01-01-98 6:30,0,0,0,0,0,0,7,-20,101.71,0,0.866,0.6,0.383,252.5,81.35,-16,1000
01-01-98 7:00,0,0,0,0,0,0,7,-20,96.62,0,0.866,0.6,0.405,233.8,82.23,-16,1000
01-01-98 7:30,0,0,0,0,0,0,7,-20,91.72,0,0.866,0.6,0.428,233.8,75.58,-15,1000
01-01-98 8:00,16,0,16,21,266,35,7,-19,87.06,4,0.866,0.6,0.451,208,82.87,-15,1000
01-01-98 8:30,44,22,47,41,488,103,7,-19,82.69,0,0.866,0.6,0.48,208,70.15,-13,1000
01-01-98 9:00,56,619,177,56,619,177,0,-14,78.68,0,0.866,0.7,0.51,191.7,86.51,-11,1000
01-01-98 9:30,67,702,248,67,702,248,1,-14,75.07,0,0.866,0.7,0.544,191.7,73.64,-10,1000
01-01-98 10:00,77,750,310,77,750,310,1,-12,71.94,0,0.866,0.8,0.579,182.8,85.16,-9,1000
01-01-98 10:30,148,101,183,83,787,361,8,-12,69.35,0,0.866,0.9,0.626,182.8,78.66,-8,1000
01-01-98 11:00,158,57,181,98,775,397,7,-10,67.37,0,0.866,1,0.674,191.5,89.64,-7,1000
01-01-98 11:30,141,3,143,102,788,422,7,-10,66.06,0,0.866,1,0.73,191.5,82.88,-6,1000
01-01-98 12:00,112,0,112,119,742,427,8,-9,65.46,0,0.866,1.1,0.786,196.4,89.39,-6,1000
01-01-98 12:30,160,25,171,118,740,425,8,-9,65.59,0,0.866,1.1,0.798,196.4,82.7,-6,1000
01-01-98 13:00,128,0,128,113,738,408,7,-8,66.44,0,0.866,1.2,0.811,193.6,88.09,-6,1000
01-01-98 13:30,118,0,118,108,715,376,7,-8,67.99,4,0.866,1.2,0.834,193.6,88.03,-5,1000
01-01-98 14:00,64,0,64,97,695,333,8,-7,70.19,0,0.866,1.4,0.858,194.7,93.29,-5,1000
01-01-98 14:30,115,50,130,88,644,277,7,-7,72.98,0,0.866,1.4,0.894,194.7,86.36,-5,1000
01-01-98 15:00,55,0,55,75,579,212,6,-7,76.29,0,0.866,1.4,0.931,198.5,90.19,-5,1000
01-01-98 15:30,37,0,37,59,476,142,6,-7,80.05,4,0.866,1.4,0.929,198.5,90.16,-4,1000
01-01-98 16:00,18,0,18,38,328,72,7,-6,84.2,4,0.866,1.5,0.927,202.2,93.24,-4,1000
01-01-98 16:30,3,0,3,13,91,15,7,-6,88.67,4,0.866,1.5,0.938,202.2,86.39,-4,1000
01-01-98 17:00,0,0,0,0,0,0,4,-6,93.42,0,0.866,1.5,0.95,206.6,89.82,-4,1000
01-01-98 17:30,0,0,0,0,0,0,7,-6,98.39,0,0.866,1.5,0.956,206.6,89.8,-3,1000
01-01-98 18:00,0,0,0,0,0,0,7,-5,103.55,0,0.866,1.6,0.963,209.8,93.57,-3,1000
01-01-98 18:30,0,0,0,0,0,0,7,-5,108.85,0,0.866,1.6,0.958,209.8,86.77,-3,990
01-01-98 19:00,0,0,0,0,0,0,7,-5,114.26,0,0.866,1.6,0.954,211.6,90.62,-3,990
01-01-98 19:30,0,0,0,0,0,0,7,-5,119.74,0,0.866,1.5,0.949,211.6,90.61,-2,990
01-01-98 20:00,0,0,0,0,0,0,7,-4,125.27,0,0.866,1.5,0.944,214.6,94.2,-2,990
01-01-98 20:30,0,0,0,0,0,0,4,-4,130.79,0,0.866,1.5,0.937,214.6,94.19,-2,990
01-01-98 21:00,0,0,0,0,0,0,7,-4,136.26,0,0.866,1.5,0.931,218.7,95.11,-2,990
01-01-98 21:30,0,0,0,0,0,0,7,-4,141.62,0,0.866,1.4,0.934,218.7,95.1,-2,990
01-01-98 22:00,0,0,0,0,0,0,7,-4,146.76,0,0.866,1.4,0.938,224.8,95.81,-2,990
01-01-98 22:30,0,0,0,0,0,0,7,-4,151.53,0,0.866,1.2,0.95,224.8,88.92,-2,990
01-01-98 23:00,0,0,0,0,0,0,1,-4,155.67,0,0.866,1.2,0.962,229.2,91.13,-2,990
01-01-98 23:30,0,0,0,0,0,0,7,-4,158.79,0,0.866,1.1,0.969,229.2,91.14,-1,990
02-01-98 0:00,0,0,0,0,0,0,1,-3,160.37,0,0.866,1.1,0.977,234.5,93.85,-1,990
02-01-98 0:30,0,0,0,0,0,0,7,-3,160.03,0,0.866,1.1,0.978,234.5,93.87,-1,990
02-01-98 1:00,0,0,0,0,0,0,7,-3,157.87,0,0.866,1.1,0.979,237.8,95.97,-1,990
02-01-98 1:30,0,0,0,0,0,0,7,-3,154.34,0,0.866,1,0.975,237.8,95.98,-1,990
02-01-98 2:00,0,0,0,0,0,0,4,-3,149.95,0,0.866,1,0.972,241.9,97.93,-1,1000
02-01-98 2:30,0,0,0,0,0,0,4,-3,145.03,0,0.866,1,0.972,241.9,90.95,-1,1000
02-01-98 3:00,0,0,0,0,0,0,4,-2,139.79,0,0.866,1,0.972,249.4,94.1,-1,1000
02-01-98 3:30,0,0,0,0,0,0,4,-2,134.39,0,0.866,1,0.974,249.4,94.11,0,1000
02-01-98 4:00,0,0,0,0,0,0,7,-2,128.89,0,0.866,1,0.976,253,98.46,0,1000
02-01-98 4:30,0,0,0,0,0,0,7,-2,123.36,0,0.866,0.9,0.984,253,91.5,0,1000
02-01-98 5:00,0,0,0,0,0,0,7,-1,117.84,0,0.866,0.9,0.992,254.3,95.61,0,1000
02-01-98 5:30,0,0,0,0,0,0,7,-1,112.37,0,0.866,0.9,1,254.3,95.63,0,1000
02-01-98 6:00,0,0,0,0,0,0,4,-1,107,0,0.866,0.9,1.01,257.6,99.3,0,1000
02-01-98 6:30,0,0,0,0,0,0,4,-1,101.74,0,0.866,0.9,1.012,257.6,92.35,0,1000
02-01-98 7:00,0,0,0,0,0,0,4,0,96.64,0,0.866,0.9,1.014,259.9,96.03,0,1000
02-01-98 7:30,0,0,0,0,0,0,4,0,91.73,0,0.866,0.8,1.008,259.9,96.07,0,1000
02-01-98 8:00,22,194,32,22,194,32,0,0,87.06,0,0.866,0.8,1.004,254.9,100,1,1000
02-01-98 8:30,45,405,97,45,405,97,4,0,82.69,4,0.866,0.7,1.002,254.9,100,1,1000
02-01-98 9:00,54,0,54,62,543,169,4,0,78.66,0,0.866,0.7,1,240.7,100,1,1000
02-01-98 9:30,66,0,66,75,632,239,4,0,75.04,0,0.866,0.7,0.998,240.7,100,1,1000
02-01-98 10:00,91,0,91,88,682,300,4,0,71.9,0,0.866,0.8,0.997,230.2,100,1,1000
02-01-98 10:30,131,15,137,96,724,352,4,0,69.3,0,0.866,0.8,1,230.2,100,1,1000
02-01-98 11:00,134,2,135,105,740,390,4,0,67.31,0,0.866,0.8,1.004,225.3,100,1,1000
02-01-98 11:30,176,137,232,109,757,417,7,0,65.99,0,0.866,0.7,1.008,225.3,100,1,1000
02-01-98 12:00,97,656,370,112,758,428,7,0,65.37,0,0.866,0.7,1.01,221,100,2,1000
02-01-98 12:30,112,757,426,112,757,426,1,0,65.49,0,0.866,0.7,1.016,221,100,2,1000
02-01-98 13:00,118,720,407,118,720,407,0,0,66.34,0,0.866,0.8,1.022,218.8,100,2,1000
02-01-98 13:30,113,697,376,113,697,376,0,0,67.88,0,0.866,0.7,1.055,218.8,100,2,1000
02-01-98 14:00,108,651,331,108,651,331,0,0,70.07,0,0.866,0.7,1.089,224.9,100,2,1000
02-01-98 14:30,98,600,275,98,600,275,0,0,72.85,0,0.866,0.7,1.148,224.9,100,2,1000
02-01-98 15:00,60,533,188,84,528,210,7,0,76.16,0,0.866,0.8,1.208,227.8,100,2,1000
02-01-98 15:30,63,20,67,66,424,140,7,0,79.91,0,0.866,0.8,1.267,227.8,100,2,1000
02-01-98 16:00,33,0,33,43,263,70,7,0,84.06,4,0.866,0.8,1.327,225.8,100,2,1000
02-01-98 16:30,7,0,7,13,62,15,4,0,88.53,4,0.866,0.8,1.364,225.8,100,2,1000
02-01-98 17:00,0,0,0,0,0,0,4,0,93.28,0,0.866,0.9,1.402,225.7,100,2,1000
02-01-98 17:30,0,0,0,0,0,0,4,0,98.25,0,0.866,0.9,1.41,225.7,100,2,1000
02-01-98 18:00,0,0,0,0,0,0,4,0,103.41,0,0.866,1,1.418,225.4,100,2,1000
02-01-98 18:30,0,0,0,0,0,0,4,0,108.71,0,0.866,1,1.432,225.4,100,2,1000
02-01-98 19:00,0,0,0,0,0,0,4,0,114.12,0,0.866,1,1.447,222.1,100,2,1000
02-01-98 19:30,0,0,0,0,0,0,4,0,119.6,0,0.866,1,1.484,222.1,100,2,1000
02-01-98 20:00,0,0,0,0,0,0,4,0,125.13,0,0.866,1,1.523,218.4,100,2,1000
02-01-98 20:30,0,0,0,0,0,0,4,0,130.65,0,0.866,1,1.576,218.4,100,2,1000
02-01-98 21:00,0,0,0,0,0,0,4,0,136.12,0,0.866,1.1,1.63,215.5,100,2,1000
02-01-98 21:30,0,0,0,0,0,0,4,0,141.48,0,0.866,1.1,1.696,215.5,100,2,1000
02-01-98 22:00,0,0,0,0,0,0,4,0,146.62,0,0.866,1.1,1.762,214.1,99.39,2,1000
02-01-98 22:30,0,0,0,0,0,0,4,0,151.39,0,0.866,1.2,1.819,214.1,99.37,2,1000
02-01-98 23:00,0,0,0,0,0,0,4,0,155.54,0,0.866,1.3,1.876,214.7,99.99,2,1000
02-01-98 23:30,0,0,0,0,0,0,4,0,158.67,0,0.866,1.3,1.874,214.7,99.97,2,1000
03-01-98 0:00,0,0,0,0,0,0,4,1,160.27,0,0.866,1.3,1.873,216.1,100,2,1000
03-01-98 0:30,0,0,0,0,0,0,4,1,159.96,0,0.866,1.2,1.881,216.1,100,2,1000
03-01-98 1:00,0,0,0,0,0,0,4,0,157.83,0,0.866,1.2,1.889,216.5,99.76,2,1000
03-01-98 1:30,0,0,0,0,0,0,4,0,154.33,0,0.866,1.2,1.928,216.5,99.76,2,1000
03-01-98 2:00,0,0,0,0,0,0,4,0,149.95,0,0.866,1.2,1.968,216.5,99.17,2,1000
03-01-98 2:30,0,0,0,0,0,0,4,0,145.04,0,0.866,1.1,1.989,216.5,99.15,2,1000
03-01-98 3:00,0,0,0,0,0,0,4,0,139.82,0,0.866,1.1,2.011,219.6,98.46,2,1000
03-01-98 3:30,0,0,0,0,0,0,4,0,134.41,0,0.866,1.1,1.941,219.6,98.45,2,1000
03-01-98 4:00,0,0,0,0,0,0,4,0,128.92,0,0.866,1.2,1.871,225.1,97.13,3,1000
03-01-98 4:30,0,0,0,0,0,0,4,0,123.39,0,0.866,1.1,1.811,225.1,97.13,3,1000
03-01-98 5:00,0,0,0,0,0,0,4,0,117.87,0,0.866,1.1,1.751,225.6,95.62,3,1000
03-01-98 5:30,0,0,0,0,0,0,4,0,112.4,0,0.866,1.1,1.763,225.6,95.63,3,1000
03-01-98 6:00,0,0,0,0,0,0,4,0,107.02,0,0.866,1.2,1.775,228.4,94.38,3,1000
03-01-98 6:30,0,0,0,0,0,0,4,0,101.75,0,0.866,1.2,1.849,228.4,94.38,3,1000
03-01-98 7:00,0,0,0,0,0,0,4,0,96.65,0,0.866,1.2,1.924,228.8,95.16,3,1000
03-01-98 7:30,0,0,0,0,0,0,4,0,91.74,0,0.866,1.1,1.95,228.8,95.17,3,1000
03-01-98 8:00,21,201,31,21,201,31,0,0,87.06,0,0.866,1.1,1.977,229.9,90.32,3,1000
03-01-98 8:30,42,407,94,42,407,94,4,0,82.68,4,0.866,1.1,1.993,229.9,90.32,3,1000
03-01-98 9:00,60,0,60,60,527,164,4,1,78.64,0,0.866,1.1,2.009,227.1,93.21,4,1000
03-01-98 9:30,20,0,20,72,612,231,7,1,75.01,0,0.866,1.1,2.048,227.1,93.21,4,1000
03-01-98 10:00,128,137,171,81,675,291,8,1,71.86,0,0.866,1.1,2.087,226.5,90.46,5,1000
03-01-98 10:30,147,76,174,88,715,342,4,1,69.25,0,0.866,1,2.089,226.5,90.43,5,1000
03-01-98 11:00,108,0,108,93,742,381,4,2,67.24,0,0.866,1,2.092,225.1,88.18,5,1000
03-01-98 11:30,116,0,116,97,759,407,8,2,65.91,4,0.866,1,2.085,225.1,88.16,5,1000
03-01-98 12:00,181,102,224,100,760,418,4,2,65.28,0,0.866,1.1,2.079,226.3,86.59,6,1000
03-01-98 12:30,78,0,78,100,758,416,4,2,65.39,0,0.866,1,2.106,226.3,86.57,6,1000
03-01-98 13:00,74,0,74,100,739,399,8,3,66.22,4,0.866,1,2.133,226.2,91.25,7,1000
03-01-98 13:30,163,257,261,96,718,368,8,3,67.76,4,0.866,1,2.189,226.2,91.25,7,1000
03-01-98 14:00,133,283,230,92,677,325,8,4,69.94,0,0.866,1,2.246,224.9,94.66,7,1000
03-01-98 14:30,117,218,182,84,629,271,7,4,72.72,0,0.866,1,2.284,224.9,94.65,6,1000
03-01-98 15:00,75,0,75,75,550,208,7,4,76.02,0,0.866,1,2.322,223.2,95.91,6,1000
03-01-98 15:30,32,0,32,60,451,140,6,4,79.77,0,0.866,1,2.336,223.2,100,6,1000
03-01-98 16:00,16,0,16,40,295,71,7,4,83.92,4,0.866,1,2.352,222.4,100,6,1000
03-01-98 16:30,3,0,3,14,84,16,7,4,88.39,4,0.866,1,2.354,222.4,100,5,1000
03-01-98 17:00,0,0,0,0,0,0,7,4,93.14,0,0.866,1.1,2.356,223.8,100,5,1000
03-01-98 17:30,0,0,0,0,0,0,7,4,98.11,0,0.866,1.1,2.352,223.8,100,5,1000
03-01-98 18:00,0,0,0,0,0,0,7,4,103.26,0,0.866,1.1,2.349,223.8,100,5,1000
03-01-98 18:30,0,0,0,0,0,0,6,2,108.56,0,0.866,1.1,2.344,223.8,100,5,1000
03-01-98 19:00,0,0,0,0,0,0,,2,113.97,1,0.114,1.1,2.34,222.6,100,5,1000
03-01-98 19:30,0,0,0,0,0,0,,2,119.46,1,0.114,1,2.341,222.6,100,5,1000
03-01-98 20:00,0,0,0,0,0,0,,2,124.98,1,0.114,1,2.342,219.1,100,5,1000
03-01-98 20:30,0,0,0,0,0,0,,2,130.51,1,0.114,0.9,2.362,219.1,100,5,1000
03-01-98 21:00,0,0,0,0,0,0,,2,135.98,1,0.114,0.9,2.383,216.3,100,5,1000
03-01-98 21:30,0,0,0,0,0,0,,2,141.33,1,0.114,0.8,2.405,216.3,100,5,1000
03-01-98 22:00,0,0,0,0,0,0,,2,146.48,1,0.114,0.8,2.428,218.4,100,5,1000
03-01-98 22:30,0,0,0,0,0,0,,2,151.25,1,0.114,0.7,2.417,218.4,100,5,1000
03-01-98 23:00,0,0,0,0,0,0,7,2,155.4,0,0.114,0.7,2.406,225.4,100,5,1000
03-01-98 23:30,0,0,0,0,0,0,4,2,158.54,0,0.114,0.7,2.377,225.4,100,4,1000
04-01-98 0:00,0,0,0,0,0,0,7,2,160.16,0,0.114,0.7,2.348,233.7,100,4,1000
04-01-98 0:30,0,0,0,0,0,0,7,2,159.88,0,0.114,0.7,2.347,233.7,100,4,1000
04-01-98 1:00,0,0,0,0,0,0,8,2,157.78,0,0.114,0.7,2.346,247.9,100,4,1000
04-01-98 1:30,0,0,0,0,0,0,4,2,154.31,0,0.114,0.7,2.368,247.9,100,4,1000
04-01-98 2:00,0,0,0,0,0,0,4,2,149.95,0,0.114,0.7,2.391,264.2,100,5,1000
04-01-98 2:30,0,0,0,0,0,0,8,2,145.05,0,0.114,0.7,2.396,264.2,100,5,1000
04-01-98 3:00,0,0,0,0,0,0,7,2,139.83,0,0.114,0.7,2.401,285,100,5,1000
04-01-98 3:30,0,0,0,0,0,0,4,2,134.44,0,0.114,0.6,2.384,285,100,4,1000
04-01-98 4:00,0,0,0,0,0,0,7,2,128.94,0,0.114,0.5,2.367,304.3,100,4,1000
04-01-98 4:30,0,0,0,0,0,0,4,2,123.41,0,0.114,0.5,2.318,304.3,100,3,1000
04-01-98 5:00,0,0,0,0,0,0,7,2,117.89,0,0.114,0.5,2.27,316.2,100,3,1000
04-01-98 5:30,0,0,0,0,0,0,1,1,112.42,0,0.114,0.5,2.222,316.2,100,3,1000
04-01-98 6:00,0,0,0,0,0,0,7,1,107.03,0,0.114,0.5,2.175,328.5,100,3,1000
04-01-98 6:30,0,0,0,0,0,0,4,1,101.77,0,0.114,0.5,2.164,328.5,100,2,1000
04-01-98 7:00,0,0,0,0,0,0,4,1,96.65,0,0.114,0.5,2.154,345.4,100,2,1000
04-01-98 7:30,0,0,0,0,0,0,7,1,91.74,0,0.114,0.5,2.176,345.4,100,2,1000
04-01-98 8:00,3,0,3,20,53,23,7,1,87.05,4,0.114,0.6,2.199,6,100,3,1000
04-01-98 8:30,11,0,11,54,181,77,7,1,82.66,0,0.114,0.6,2.237,6,100,3,1000
04-01-98 9:00,11,0,11,82,293,140,7,2,78.62,0,0.114,0.6,2.275,23.4,100,3,1000
04-01-98 9:30,9,0,9,102,378,200,4,2,74.98,0,0.114,0.5,2.301,23.4,100,3,1000
04-01-98 10:00,47,0,47,121,422,253,4,2,71.81,0,0.114,0.5,2.327,30.6,100,4,1000
04-01-98 10:30,45,0,45,133,468,299,4,2,69.18,0,0.114,0.5,2.333,30.6,100,4,1000
04-01-98 11:00,50,0,50,143,493,334,4,2,67.17,0,0.114,0.5,2.34,31.8,100,4,1000
04-01-98 11:30,35,0,35,148,513,358,4,2,65.82,0,0.114,0.5,2.34,31.8,100,4,1000
04-01-98 12:00,40,0,40,145,539,371,4,2,65.18,0,0.114,0.5,2.341,38.4,96.4,4,1000
04-01-98 12:30,94,0,94,145,538,370,4,2,65.28,0,0.114,0.4,2.35,38.4,96.38,4,1000
04-01-98 13:00,17,0,17,148,505,352,4,2,66.1,0,0.114,0.4,2.359,47,97.77,4,1000
04-01-98 13:30,33,0,33,142,482,325,4,2,67.63,0,0.114,0.4,2.389,47,100,4,1000
04-01-98 14:00,34,0,34,135,436,285,4,2,69.81,0,0.114,0.4,2.42,55.9,100,4,1000
04-01-98 14:30,36,0,36,121,386,237,4,2,72.58,0,0.114,0.4,2.445,55.9,100,3,1000
04-01-98 15:00,28,0,28,99,344,183,4,2,75.88,4,0.114,0.4,2.471,70.2,100,3,1000
04-01-98 15:30,76,252,122,76,252,122,1,1,79.63,0,0.114,0.3,2.459,70.2,100,3,1000
04-01-98 16:00,46,117,59,46,117,59,1,1,83.77,0,0.114,0.3,2.448,87.7,100,3,1000
04-01-98 16:30,10,15,11,10,15,11,1,1,88.24,0,0.114,0.3,2.433,87.7,100,2,1000
04-01-98 17:00,0,0,0,0,0,0,1,1,92.99,0,0.114,0.3,2.418,90.3,100,2,1000
04-01-98 17:30,0,0,0,0,0,0,,1,97.96,1,0.114,0.2,2.4,90.3,100,2,1000
04-01-98 18:00,0,0,0,0,0,0,,1,103.12,1,0.114,0.2,2.383,145,100,3,1000
04-01-98 18:30,0,0,0,0,0,0,,1,108.42,1,0.114,0.2,2.365,145,100,3,1000
04-01-98 19:00,0,0,0,0,0,0,,1,113.83,1,0.114,0.3,2.348,180.1,100,3,1000
04-01-98 19:30,0,0,0,0,0,0,4,1,119.31,0,0.114,0.3,2.357,180.1,100,2,1000
04-01-98 20:00,0,0,0,0,0,0,4,1,124.84,0,0.114,0.4,2.367,178.5,100,2,1000
04-01-98 20:30,0,0,0,0,0,0,,1,130.36,1,0.114,0.4,2.415,178.5,100,2,1000
04-01-98 21:00,0,0,0,0,0,0,,1,135.83,1,0.114,0.4,2.464,186.8,100,3,1000
04-01-98 21:30,0,0,0,0,0,0,,1,141.19,1,0.114,0.4,2.503,186.8,100,3,1000
04-01-98 22:00,0,0,0,0,0,0,,2,146.33,1,0.114,0.5,2.543,192.5,100,4,1000
04-01-98 22:30,0,0,0,0,0,0,,2,151.1,1,0.114,0.5,2.564,192.5,100,4,1000
04-01-98 23:00,0,0,0,0,0,0,,2,155.25,1,0.114,0.6,2.586,188.8,100,5,1000
04-01-98 23:30,0,0,0,0,0,0,,2,158.4,1,0.114,0.6,2.595,188.8,100,5,1000
05-01-98 0:00,0,0,0,0,0,0,,2,160.04,1,0.114,0.6,2.605,181.7,100,5,1000
05-01-98 0:30,0,0,0,0,0,0,,2,159.8,1,0.114,0.6,2.593,181.7,100,5,1000
05-01-98 1:00,0,0,0,0,0,0,,2,157.73,1,0.114,0.7,2.581,175.3,100,5,1000
05-01-98 1:30,0,0,0,0,0,0,,2,154.28,1,0.114,0.8,2.547,175.3,100,5,1000
05-01-98 2:00,0,0,0,0,0,0,,4,149.94,1,0.114,0.9,2.514,177,100,5,1000
05-01-98 2:30,0,0,0,0,0,0,,4,145.05,1,0.114,0.9,2.458,177,100,5,1000
05-01-98 3:00,0,0,0,0,0,0,,4,139.85,1,0.114,0.9,2.402,170.8,100,5,1000
05-01-98 3:30,0,0,0,0,0,0,,2,134.45,1,0.114,0.9,2.356,170.8,100,5,1000
05-01-98 4:00,0,0,0,0,0,0,,2,128.96,1,0.114,0.9,2.31,166.6,100,5,1000
05-01-98 4:30,0,0,0,0,0,0,,2,123.43,1,0.114,0.9,2.269,166.6,100,4,1000
05-01-98 5:00,0,0,0,0,0,0,,2,117.91,1,0.114,0.9,2.228,165.9,100,4,1000
05-01-98 5:30,0,0,0,0,0,0,,2,112.43,1,0.114,0.9,2.175,165.9,100,4,1000
05-01-98 6:00,0,0,0,0,0,0,,2,107.04,1,0.114,0.9,2.122,168,100,4,1000
05-01-98 6:30,0,0,0,0,0,0,,2,101.77,1,0.114,0.9,2.065,168,100,4,1000
05-01-98 7:00,0,0,0,0,0,0,,2,96.65,1,0.114,0.9,2.008,170.3,100,4,1000
05-01-98 7:30,0,0,0,0,0,0,7,2,91.73,0,0.114,0.9,1.96,170.3,100,4,1000
05-01-98 8:00,10,0,10,20,186,30,7,2,87.04,4,0.114,1,1.912,169.2,100,4,1000
05-01-98 8:30,30,0,30,41,390,91,4,2,82.64,0,0.114,1,1.866,169.2,100,4,1000
05-01-98 9:00,61,0,61,54,528,159,4,2,78.58,0,0.114,1.1,1.821,168.5,100,5,1000
05-01-98 9:30,93,292,169,64,616,225,8,2,74.93,0,0.114,1,1.807,168.5,100,5,1000
05-01-98 10:00,119,274,205,71,677,283,3,4,71.75,0,0.114,1,1.795,170.5,100,6,1000
05-01-98 10:30,108,494,284,76,718,332,7,4,69.11,0,0.114,1,1.819,170.5,100,6,1000
05-01-98 11:00,81,741,370,81,741,370,1,4,67.09,0,0.114,1,1.845,173.5,100,7,1000
05-01-98 11:30,145,418,317,83,757,394,7,4,65.73,0,0.114,1,1.898,173.5,100,7,1000
05-01-98 12:00,147,437,331,85,760,405,7,5,65.08,0,0.114,1,1.951,177.5,99.3,8,1000
05-01-98 12:30,85,758,403,85,758,403,1,5,65.16,0,0.114,1,1.993,177.5,99.26,8,1000
05-01-98 13:00,83,747,388,83,747,388,0,6,65.98,0,0.114,1,2.035,176.9,96.66,9,1000
05-01-98 13:30,81,729,360,81,729,360,0,6,67.49,0,0.114,0.9,2.029,176.9,96.63,9,1000
05-01-98 14:00,75,706,320,75,706,320,0,6,69.67,0,0.114,0.9,2.025,174.8,98.96,9,1000
05-01-98 14:30,69,662,269,69,662,269,1,6,72.43,0,0.114,0.8,1.995,174.8,100,8,1000
05-01-98 15:00,61,604,210,61,604,210,1,6,75.73,0,0.114,0.8,1.965,170.7,100,8,1000
05-01-98 15:30,51,511,144,51,511,144,0,4,79.48,0,0.114,0.8,1.94,170.7,100,7,1000
05-01-98 16:00,36,362,76,36,362,76,1,4,83.62,0,0.114,0.8,1.916,171.6,100,6,1000
05-01-98 16:30,19,0,19,15,138,19,7,4,88.09,4,0.114,0.8,1.89,171.6,100,6,1000
05-01-98 17:00,0,0,0,0,0,0,7,4,92.84,0,0.114,0.9,1.864,171.4,100,6,1000
05-01-98 17:30,0,0,0,0,0,0,7,4,97.81,0,0.114,0.9,1.814,171.4,100,5,1000
05-01-98 18:00,0,0,0,0,0,0,7,4,102.96,0,0.114,1,1.764,168.2,100,5,1000
05-01-98 18:30,0,0,0,0,0,0,7,2,108.26,0,0.114,1,1.715,168.2,100,5,1000
05-01-98 19:00,0,0,0,0,0,0,7,2,113.68,0,0.114,1,1.667,169.8,100,5,1000
05-01-98 19:30,0,0,0,0,0,0,7,2,119.16,0,0.114,1,1.647,169.8,100,5,1000
05-01-98 20:00,0,0,0,0,0,0,7,2,124.69,0,0.114,1.1,1.627,172.1,100,5,1000
05-01-98 20:30,0,0,0,0,0,0,6,2,130.21,0,0.114,1.1,1.643,172.1,100,4,1000
05-01-98 21:00,0,0,0,0,0,0,6,2,135.68,0,0.114,1.2,1.66,178.4,100,4,1000
05-01-98 21:30,0,0,0,0,0,0,6,2,141.03,0,0.114,1.2,1.726,178.4,100,4,1000
05-01-98 22:00,0,0,0,0,0,0,6,2,146.17,0,0.114,1.2,1.794,186.9,100,4,1000
05-01-98 22:30,0,0,0,0,0,0,6,2,150.94,0,0.114,1.1,1.929,186.9,100,4,1000
05-01-98 23:00,0,0,0,0,0,0,6,2,155.1,0,0.114,1.1,2.065,186.9,100,5,1000
05-01-98 23:30,0,0,0,0,0,0,6,2,158.26,0,0.114,1.1,2.238,186.9,100,5,1000
06-01-98 0:00,0,0,0,0,0,0,6,2,159.92,0,0.114,1.1,2.411,190.7,100,5,1000
06-01-98 0:30,0,0,0,0,0,0,6,2,159.7,0,0.114,1.1,2.522,190.7,100,5,1000
06-01-98 1:00,0,0,0,0,0,0,6,4,157.66,0,0.114,1.1,2.634,190.7,100,5,1000
06-01-98 1:30,0,0,0,0,0,0,6,4,154.24,0,0.114,1.1,2.741,190.7,100,5,1000
06-01-98 2:00,0,0,0,0,0,0,6,4,149.92,0,0.114,1.1,2.849,190.2,100,6,1000
06-01-98 2:30,0,0,0,0,0,0,6,4,145.05,0,0.114,1.1,2.9,190.2,100,6,1000
06-01-98 3:00,0,0,0,0,0,0,6,4,139.85,0,0.114,1.1,2.951,189,100,7,990
06-01-98 3:30,0,0,0,0,0,0,7,4,134.46,0,0.114,1.1,2.966,189,100,7,990
06-01-98 4:00,0,0,0,0,0,0,4,6,128.97,0,0.114,1.2,2.981,190.4,100,8,990
06-01-98 4:30,0,0,0,0,0,0,4,6,123.44,0,0.114,1.1,2.987,190.4,100,8,990
